clone_pair,start_commit,end_commit,genealogy
python/ray/services.py^449^489+python/ray/services.py^490^529,a708e3622,93d54110f,"C,6ad2b5d87,17,2-C,dfb6107b2,14,3-C,2b8e6485e,4,2-C,f6ce9dfa6,5,1-I,c9bc488ee,8,3-C,f1d4dda8c,1,1-I,ba02fc0eb,18,3-I,ee08c8274,10,2-I,e0867c884,112,3-I,37dafa4d1,1,2-I,fc885bd91,7,3-I,b991dc890,3,2-I,2d0f439b7,12,1-I,c21e18937,14,3-I,330159d8b,5,3-I,4bccabd91,9,3-I,fbfbb1c07,5,1-I,74162d149,33,1-I,85d396317,3,1-I,cc7e2ecdd,16,1-I,a41bbc10e,4,1-I,9c1826ed6,5,1-I,658c14282,3,1-I,fd854ff09,7,1-I,32f0d6b77,4,3-I,0bab8ed95,8,1-I,cffe8f980,2,2-I,417c7f2d6,3,1-I,c9b8ecca5,108,3"
python/ray/experimental/array/distributed/core.py^82^87+python/ray/experimental/array/distributed/core.py^89^94,a708e3622,36c46e968,"C,ba02fc0eb,8,3-C,e0867c884,20,3-C,d49dadf89,4,3-C,7f1bacc7d,6,3"
python/ray/experimental/array/distributed/core.py^116^128+python/ray/experimental/array/distributed/core.py^130^142,a708e3622,36c46e968,"C,ba02fc0eb,8,3-C,e0867c884,48,3-C,d49dadf89,14,3-C,7f1bacc7d,16,3-C,6d83a3f28,4,3"
python/ray/experimental/array/distributed/core.py^211^219+python/ray/experimental/array/distributed/core.py^221^227,a708e3622,80e8426b5,"C,ba02fc0eb,15,3-C,e0867c884,36,3"
python/global_scheduler/global_scheduler_services.py^9^40+python/plasma/plasma.py^266^299,a708e3622,36c46e968,"C,c9bc488ee,74,3"
python/plasma/plasma.py^145^165+python/plasma/plasma.py^166^186,b98a63fd3,36c46e968,"C,241b539ff,6,3"
python/ray/services.py^58^64+python/ray/services.py^65^71,241b539ff,f8e874334,"C,ba02fc0eb,5,3-I,e0867c884,22,3-I,797f4fcbf,9,3-I,dab99d26a,12,3"
python/ray/plasma/plasma.py^147^168+python/ray/plasma/plasma.py^169^190,6a4bde54d,80e8426b5,"C,ba02fc0eb,4,2-I,e0867c884,44,3"
python/ray/global_scheduler/global_scheduler_services.py^9^47+python/ray/plasma/plasma.py^294^334,6a4bde54d,658c14282,"I,ba02fc0eb,21,3-C,0ac125e9b,8,1-C,08e988aee,1,2-C,ee08c8274,6,1-C,e0867c884,164,3-I,2d0f439b7,41,2-I,74162d149,54,3-I,1d51e57b6,3,2-I,b4c47a586,2,2-I,cc7e2ecdd,7,2"
examples/hyperopt/hyperopt_adaptive.py^70^76+examples/hyperopt/hyperopt_simple.py^48^54,0a233b714,80e8426b5,"C,e0867c884,19,3"
examples/resnet/resnet_model.py^181^212+examples/resnet/resnet_model.py^213^246,c66178bcd,80e8426b5,"I,3ebfd850e,9,3-I,e0867c884,69,3"
python/ray/monitor.py^88^116+python/ray/monitor.py^117^143,12c9618c0,80e8426b5,"I,ba02fc0eb,9,3-I,ee08c8274,39,3-I,e0867c884,54,3"
examples/evolution_strategies/tf_util.py^116^122+examples/policy_gradient/reinforce/models/fcnet.py^10^16,3c5375345,36c46e968,"C,3ebfd850e,22,3"
python/ray/rllib/evolution_strategies/tf_util.py^129^136+python/ray/rllib/policy_gradient/models/fcnet.py^11^18,a674ec958,420013774,"C,e0867c884,20,3"
python/ray/rllib/dqn/common/tf_util.py^79^85+python/ray/rllib/evolution_strategies/tf_util.py^66^72,f012e597c,b6a18cb39,"C,e0867c884,16,3"
python/ray/rllib/dqn/common/tf_util.py^289^297+python/ray/rllib/evolution_strategies/tf_util.py^129^136,f012e597c,b6a18cb39,"C,e0867c884,22,3"
python/ray/rllib/dqn/common/tf_util.py^289^297+python/ray/rllib/policy_gradient/models/fcnet.py^11^18,f012e597c,420013774,"C,e0867c884,22,3"
python/ray/rllib/dqn/common/tf_util.py^334^345+python/ray/rllib/evolution_strategies/tf_util.py^137^150,f012e597c,b6a18cb39,"C,e0867c884,36,3"
python/ray/rllib/dqn/common/tf_util.py^423^433+python/ray/rllib/evolution_strategies/tf_util.py^163^172,f012e597c,80e8426b5,"I,e0867c884,21,3"
python/ray/rllib/dqn/common/tf_util.py^638^652+python/ray/rllib/evolution_strategies/tf_util.py^213^228,f012e597c,80e8426b5,"I,e0867c884,36,3"
python/ray/rllib/dqn/common/tf_util.py^740^747+python/ray/rllib/evolution_strategies/tf_util.py^251^259,f012e597c,b6a18cb39,"I,e0867c884,24,3"
python/ray/rllib/dqn/common/tf_util.py^751^761+python/ray/rllib/evolution_strategies/tf_util.py^263^274,f012e597c,b6a18cb39,"I,e0867c884,28,3"
python/ray/rllib/dqn/common/tf_util.py^770^775+python/ray/rllib/evolution_strategies/tf_util.py^283^288,f012e597c,80e8426b5,"I,e0867c884,14,3"
python/ray/plasma/plasma.py^165^188+python/ray/plasma/plasma.py^189^212,e0867c884,52a27be36,"I,c3b39b4d8,48,3"
python/ray/experimental/array/distributed/core.py^263^275+python/ray/experimental/array/distributed/core.py^277^286,80e8426b5,36c46e968,"C,74162d149,4,1-C,d49dadf89,8,3-C,7f1bacc7d,26,3"
python/ray/rllib/evolution_strategies/tf_util.py^130^137+python/ray/rllib/models/fcnet.py^13^20,420013774,4db45c9c5,"I,bc082e9a9,7,2"
python/ray/experimental/ui.py^234^249+python/ray/experimental/ui.py^250^265,99badc7ae,95254b3d7,"C,bfe473fa8,68,2-C,d8aa826e6,20,2-C,74162d149,6,3"
python/ray/rllib/a3c/envs.py^24^37+python/ray/rllib/a3c/envs.py^38^48,c30fdb4ab,97b3355ad,"I,16e82b43d,25,3"
python/ray/rllib/evolution_strategies/tf_util.py^130^137+python/ray/rllib/models/misc.py^10^15,c30fdb4ab,36c46e968,"C,bc082e9a9,37,2-I,d01dc9e22,1,2"
python/ray/rllib/models/fcnet.py^13^20+python/ray/rllib/models/misc.py^10^15,c30fdb4ab,4db45c9c5,"I,bc082e9a9,44,3"
python/ray/rllib/dqn/dqn.py^105^112+python/ray/rllib/evolution_strategies/evolution_strategies.py^164^171,c977fe889,b991dc890,"I,164a8f368,4,1-I,9f3a4fce5,8,1"
python/ray/rllib/dqn/dqn.py^105^112+python/ray/rllib/policy_gradient/policy_gradient.py^79^86,c977fe889,b991dc890,"I,164a8f368,4,1-I,9f3a4fce5,8,1"
python/ray/rllib/a3c/shared_model.py^16^34+python/ray/rllib/a3c/shared_model_lstm.py^17^40,bc082e9a9,1251abf0d,"C,5d72818dd,2,1-C,afdc87323,4,3-C,4bb5b6bd5,3,1-C,22c7c87e1,2,1-C,3304099cc,2,1-C,71eb558eb,13,3-C,46cc51ce0,6,3-C,30f7c08ca,2,1"
python/ray/rllib/a3c/shared_model.py^35^52+python/ray/rllib/a3c/shared_model_lstm.py^41^64,bc082e9a9,5789a247f,"C,dc66a2d7d,4,3-C,c5c83a446,25,3-C,3304099cc,22,3-C,15a668dd1,4,3-I,71eb558eb,53,3"
python/ray/rllib/dqn/dqn.py^105^112+python/ray/rllib/es/es.py^164^171,164a8f368,b991dc890,"I,9f3a4fce5,8,1"
python/ray/rllib/dqn/dqn.py^105^112+python/ray/rllib/ppo/ppo.py^79^86,164a8f368,b991dc890,"I,9f3a4fce5,8,1"
python/ray/rllib/es/es.py^164^171+python/ray/rllib/ppo/ppo.py^79^86,164a8f368,36c46e968,"I,b1660c4ed,16,3-I,c60ccbad4,3,3-I,129007276,3,2-I,7ab890f4a,17,3-I,a9a26b756,2,3-I,b4dff9f93,1,2"
python/ray/rllib/dqn/dqn.py^242^249+python/ray/rllib/es/es.py^164^171,9f3a4fce5,35f739866,"I,b1660c4ed,14,3-I,79ea205b3,1,1-I,4cace0976,16,1-I,2d543b6e1,15,1"
python/ray/rllib/dqn/dqn.py^242^249+python/ray/rllib/ppo/ppo.py^84^91,9f3a4fce5,35f739866,"I,b1660c4ed,14,3-I,79ea205b3,1,1-I,4cace0976,16,1-I,2d543b6e1,15,1"
python/ray/rllib/common.py^177^189+python/ray/rllib/dqn/dqn.py^225^233,9f3a4fce5,35f739866,"I,6ecc899cf,3,2-I,b1660c4ed,8,1-I,79ea205b3,5,1-I,2d543b6e1,10,2"
python/ray/rllib/dqn/dqn.py^359^373+python/ray/rllib/ppo/ppo.py^247^260,9f3a4fce5,5789a247f,"C,6ecc899cf,2,1-I,2d543b6e1,41,1-I,c5c83a446,3,2-I,3304099cc,10,2-I,35b1d6189,8,3-I,7e998db65,5,1-I,ecb811c26,23,1-I,882a649f0,7,1-I,77c8aa762,4,3-I,71eb558eb,26,1"
python/ray/rllib/dqn/dqn.py^353^367+python/ray/rllib/ppo/ppo.py^243^256,802941994,89460b8d1,"I,2d543b6e1,36,1-I,c5c83a446,3,2-I,3304099cc,10,2-I,35b1d6189,8,3-I,7e998db65,5,1-I,ecb811c26,18,1-I,882a649f0,7,1-I,77c8aa762,4,3-I,71eb558eb,9,1-I,b372b7103,1,2-I,b4dff9f93,4,2"
python/ray/rllib/a3c/runner.py^97^104+python/ray/tune/script_runner.py^77^84,5a50e0e1d,202e7bf19,"I,dc66a2d7d,8,1"
python/ray/actor.py^29^50+python/ray/actor.py^51^68,af47737bd,f2dbd3096,"C,96913be93,12,1-C,77c8aa762,36,1-C,8fbb88485,6,3-C,909d7172b,4,3-I,9948e8c11,18,2"
python/ray/actor.py^440^454+python/ray/actor.py^529^541,af47737bd,d2c193ed2,"I,96463c680,10,3-I,96913be93,27,3-I,74162d149,4,1-I,77c8aa762,47,3"
python/ray/rllib/a3c/runner_thread.py^65^72+python/ray/tune/script_runner.py^77^84,dc66a2d7d,483dee2ff,"C,52888e4c6,1,2-I,316f9e2bb,28,2"
examples/parameter_server/model.py^65^70+examples/parameter_server/model.py^71^76,1bf276cc0,36c46e968,"C,e066bcf63,6,1-C,7b04ed059,22,3"
examples/parameter_server/model.py^85^147+python/ray/tune/examples/tune_mnist_ray.py^50^112,1bf276cc0,1650f7b17,"C,74162d149,2,2-C,e88e706fc,32,3"
python/ray/rllib/models/pytorch/fcnet.py^44^56+python/ray/rllib/models/pytorch/visionnet.py^58^70,afdc87323,2177e2f41,"C,fd234e317,4,1-C,7dee2c673,4,3-I,47d36d7bd,35,3"
python/ray/tune/trial.py^252^267+python/ray/tune/trial.py^268^279,ae4e1dd39,4be324efc,"C,316f9e2bb,20,3-C,d4592382a,8,2-I,38867eea4,28,3"
python/ray/tune/registry.py^17^34+python/ray/tune/registry.py^35^48,316f9e2bb,36c46e968,"I,96913be93,2,1-I,74162d149,7,3-I,06a0898af,2,1-I,30f7c08ca,5,3-I,33319502b,10,1-I,7c3274e65,3,1-I,81d311031,6,3-I,6bd5458be,8,1-I,f965537ae,6,2-I,7f1bacc7d,6,1-I,e508e9f75,2,1-I,9d8ce1db5,12,3-I,43aa2299e,2,1-I,b21314fac,2,1"
python/ray/rllib/optimizers/async.py^53^58+python/ray/rllib/optimizers/local_sync.py^42^50,2d543b6e1,36c46e968,"C,47b1f02d3,3,2-I,ecb811c26,10,3-I,882a649f0,2,2"
python/ray/rllib/optimizers/optimizer.py^19^33+python/ray/tune/logger.py^31^36,2d543b6e1,eee866d76,"I,ecb811c26,14,1-I,9e0192bc0,3,2-I,7e214fd95,3,2-I,f7b19c41e,5,2-I,7f1bacc7d,5,2"
python/ray/rllib/agent.py^184^196+python/ray/rllib/dqn/base_evaluator.py^126^131,2d543b6e1,ab5d4a601,"I,173f1d629,13,1"
python/ray/rllib/dqn/dqn.py^215^228+python/ray/rllib/ppo/ppo.py^244^257,2d543b6e1,89460b8d1,"C,c5c83a446,3,2-C,3304099cc,10,2-C,35b1d6189,8,3-I,7e998db65,5,1-I,ecb811c26,2,1-I,882a649f0,2,1-I,77c8aa762,2,2-I,71eb558eb,6,1-I,b372b7103,1,2-I,b4dff9f93,4,2"
python/ray/rllib/dqn/dqn.py^230^240+python/ray/rllib/ppo/ppo.py^261^271,c5c83a446,36c46e968,"I,3304099cc,7,2-I,ecb811c26,2,1-I,71eb558eb,1,1-I,b372b7103,1,2-I,b4dff9f93,3,2"
python/ray/autoscaler/aws/config.py^214^223+python/ray/autoscaler/aws/config.py^224^233,f5ea44338,36c46e968,"I,b9ae5edf7,4,3-C,de3fdeb5b,14,3"
python/ray/rllib/optimizers/async.py^53^58+python/ray/rllib/optimizers/multi_gpu.py^99^105,47b1f02d3,36c46e968,"C,ecb811c26,8,3-I,882a649f0,2,2"
python/ray/rllib/optimizers/local_sync.py^43^48+python/ray/rllib/optimizers/multi_gpu.py^99^105,47b1f02d3,36c46e968,"I,ecb811c26,10,3-I,882a649f0,4,3"
python/ray/rllib/a3c/a3c_evaluator.py^79^85+python/ray/rllib/ppo/runner.py^190^196,22c7c87e1,e970e24ea,"I,3304099cc,7,1"
python/ray/rllib/agent.py^221^233+python/ray/rllib/dqn/dqn_evaluator.py^129^134,22c7c87e1,ab5d4a601,"I,173f1d629,13,1"
python/ray/rllib/a3c/a3c_evaluator.py^101^117+python/ray/rllib/ppo/ppo_evaluator.py^226^242,3304099cc,71eb558eb,"I,129007276,1,2"
python/ray/rllib/a3c/a3c.py^85^107+python/ray/rllib/ppo/ppo.py^218^239,3304099cc,5789a247f,"I,7e998db65,5,1-I,fd234e317,14,1-I,71eb558eb,27,1"
python/ray/rllib/a3c/a3c.py^93^115+python/ray/rllib/ppo/ppo.py^220^241,c60ccbad4,5789a247f,"I,fd234e317,14,1-I,71eb558eb,28,1"
python/ray/dataframe/dataframe.py^908^915+python/ray/dataframe/dataframe.py^921^928,112ef0756,4185aaed1,"I,e7df29394,8,3-I,7c9f39241,14,1"
python/ray/dataframe/dataframe.py^908^915+python/ray/dataframe/dataframe.py^960^966,112ef0756,4185aaed1,"I,e7df29394,8,3-I,7c9f39241,14,1"
python/ray/dataframe/dataframe.py^921^928+python/ray/dataframe/dataframe.py^960^966,112ef0756,4185aaed1,"I,e7df29394,8,3"
python/ray/autoscaler/aws/config.py^244^253+python/ray/autoscaler/aws/config.py^254^263,b8811cbe3,36c46e968,"I,b9ae5edf7,2,2-I,de3fdeb5b,7,2-I,76450c8d4,75,1-I,908c0c630,16,3"
python/ray/dataframe/dataframe.py^890^896+python/ray/dataframe/series.py^739^745,4aca016bf,4185aaed1,"I,e7df29394,4,1-I,7c9f39241,13,1"
python/ray/dataframe/dataframe.py^908^915+python/ray/dataframe/series.py^757^764,4aca016bf,4185aaed1,"I,e7df29394,4,1-I,7c9f39241,14,1"
python/ray/dataframe/dataframe.py^921^928+python/ray/dataframe/series.py^757^764,4aca016bf,4185aaed1,"I,e7df29394,4,1"
python/ray/dataframe/dataframe.py^960^966+python/ray/dataframe/series.py^757^764,4aca016bf,4185aaed1,"I,e7df29394,4,1"
python/ray/rllib/a3c/a3c.py^70^85+python/ray/rllib/bc/bc.py^48^62,4b0ef5eb2,36c46e968,"I,fd234e317,21,1-I,71eb558eb,31,1-I,7dee2c673,3,1-I,30f7c08ca,7,3-I,a9a26b756,4,1-I,1251abf0d,7,1-I,44f5f0520,2,2"
python/ray/rllib/agent.py^150^155+python/ray/tune/examples/hyperband_example.py^37^42,173f1d629,ac911d6b5,"C,35b1d6189,8,3-I,d35f0e40d,2,2-I,b0c56c8f9,6,2"
python/ray/rllib/dqn/dqn_evaluator.py^179^184+python/ray/tune/trainable.py^190^205,173f1d629,71eb558eb,"I,ca0f08d10,2,1"
python/ray/dataframe/dataframe.py^354^376+python/ray/dataframe/dataframe.py^377^399,0a7944295,4185aaed1,"C,529397b35,8,3-I,0d9a7a3c1,38,3"
python/ray/dataframe/dataframe.py^33^47+python/ray/dataframe/index.py^14^21,fa3756451,529397b35,"I,de6fa02c8,74,3"
python/ray/dataframe/dataframe.py^616^639+python/ray/dataframe/dataframe.py^998^1022,fa3756451,4185aaed1,"C,529397b35,77,3-I,6685d4c44,8,2-I,0d9a7a3c1,55,3-I,521b549e4,12,3-I,558942648,4,3-I,a5d888e49,6,3"
python/ray/dataframe/dataframe.py^645^661+python/ray/dataframe/dataframe.py^662^678,fa3756451,4185aaed1,"C,529397b35,8,3-I,0d9a7a3c1,38,3-I,f795173b5,4,3"
python/ray/rllib/a3c/a3c.py^93^115+python/ray/rllib/pg/pg.py^58^80,81a4be8f6,5789a247f,"I,ecb811c26,2,2-I,fd234e317,14,1-I,71eb558eb,49,3"
python/ray/rllib/pg/pg.py^58^80+python/ray/rllib/ppo/ppo.py^224^245,81a4be8f6,89460b8d1,"I,ecb811c26,2,1-I,71eb558eb,21,1-I,b4dff9f93,21,2"
python/ray/rllib/dqn/dqn.py^224^237+python/ray/rllib/ppo/ppo.py^259^273,7e998db65,36c46e968,"I,ecb811c26,2,1-I,77c8aa762,2,1-I,71eb558eb,6,1-I,b372b7103,1,2-I,b4dff9f93,3,2"
python/ray/rllib/agent.py^158^163+python/ray/tune/examples/hyperband_example.py^38^43,ca0f08d10,ac911d6b5,"I,d35f0e40d,2,2-I,b0c56c8f9,6,2"
python/ray/tune/trial.py^301^316+python/ray/tune/trial.py^317^328,ca0f08d10,4be324efc,"I,38867eea4,29,3"
python/ray/dataframe/dataframe.py^769^787+python/ray/dataframe/dataframe.py^809^827,8d1a0b0d0,4185aaed1,"I,8c1066cdb,4,3-I,0d9a7a3c1,24,3"
python/ray/dataframe/dataframe.py^1522^1528+python/ray/dataframe/series.py^747^753,1fa59f188,4185aaed1,"I,e7df29394,4,1"
python/ray/dataframe/dataframe.py^1540^1547+python/ray/dataframe/dataframe.py^1553^1560,1fa59f188,4185aaed1,"C,e7df29394,8,3"
python/ray/dataframe/dataframe.py^1540^1547+python/ray/dataframe/dataframe.py^1592^1598,1fa59f188,4185aaed1,"C,e7df29394,8,3"
python/ray/dataframe/dataframe.py^1540^1547+python/ray/dataframe/series.py^765^772,1fa59f188,4185aaed1,"I,e7df29394,4,1"
python/ray/dataframe/dataframe.py^1553^1560+python/ray/dataframe/dataframe.py^1592^1598,1fa59f188,4185aaed1,"C,e7df29394,8,3"
python/ray/dataframe/dataframe.py^1553^1560+python/ray/dataframe/series.py^765^772,1fa59f188,4185aaed1,"I,e7df29394,4,1"
python/ray/dataframe/dataframe.py^1592^1598+python/ray/dataframe/series.py^765^772,1fa59f188,4185aaed1,"I,e7df29394,4,1"
python/ray/dataframe/dataframe.py^715^747+python/ray/dataframe/dataframe.py^1467^1501,1fa59f188,4185aaed1,"I,6685d4c44,8,2-I,0d9a7a3c1,55,3-I,521b549e4,10,3-I,558942648,2,1-I,a5d888e49,3,1"
python/ray/dataframe/dataframe.py^957^975+python/ray/dataframe/dataframe.py^997^1015,1fa59f188,4185aaed1,"I,8c1066cdb,4,3-I,0d9a7a3c1,24,3"
python/ray/dataframe/dataframe.py^1620^1626+python/ray/dataframe/series.py^747^753,48bd7b147,4185aaed1,"I,e7df29394,4,1"
python/ray/dataframe/dataframe.py^1638^1645+python/ray/dataframe/dataframe.py^1651^1658,48bd7b147,4185aaed1,"I,e7df29394,8,3-I,7c9f39241,20,3"
python/ray/dataframe/dataframe.py^1638^1645+python/ray/dataframe/dataframe.py^1690^1696,48bd7b147,4185aaed1,"I,e7df29394,8,3-I,7c9f39241,20,3"
python/ray/dataframe/dataframe.py^1638^1645+python/ray/dataframe/series.py^765^772,48bd7b147,4185aaed1,"I,e7df29394,4,1-I,7c9f39241,9,1"
python/ray/dataframe/dataframe.py^1651^1658+python/ray/dataframe/dataframe.py^1690^1696,48bd7b147,4185aaed1,"I,e7df29394,8,3-I,7c9f39241,22,3"
python/ray/dataframe/dataframe.py^1651^1658+python/ray/dataframe/series.py^765^772,48bd7b147,4185aaed1,"I,e7df29394,4,1-I,7c9f39241,11,1"
python/ray/dataframe/dataframe.py^1690^1696+python/ray/dataframe/series.py^765^772,48bd7b147,4185aaed1,"I,e7df29394,4,1-I,7c9f39241,11,1"
python/ray/dataframe/dataframe.py^787^819+python/ray/dataframe/dataframe.py^1565^1599,48bd7b147,4185aaed1,"I,e7df29394,4,2-I,6685d4c44,8,2-I,0d9a7a3c1,50,3-I,521b549e4,10,3"
python/ray/dataframe/dataframe.py^825^845+python/ray/dataframe/dataframe.py^846^866,48bd7b147,4185aaed1,"I,0d9a7a3c1,38,3"
python/ray/dataframe/dataframe.py^1045^1063+python/ray/dataframe/dataframe.py^1085^1103,48bd7b147,4185aaed1,"I,e7df29394,8,3-I,8c1066cdb,4,3-I,0d9a7a3c1,12,3-I,7c1d569a4,142,2"
python/ray/dataframe/indexing.py^67^84+python/ray/dataframe/indexing.py^88^103,4ab16d7fb,3f1dd29ea,"C,0d9a7a3c1,4,3-I,825c227c2,205,3"
python/ray/dataframe/dataframe.py^1627^1633+python/ray/dataframe/series.py^747^753,34664dbf7,4185aaed1,"I,e7df29394,4,1"
python/ray/dataframe/dataframe.py^1645^1652+python/ray/dataframe/dataframe.py^1658^1665,34664dbf7,4185aaed1,"I,e7df29394,8,3-I,7c9f39241,20,3"
python/ray/dataframe/dataframe.py^1645^1652+python/ray/dataframe/dataframe.py^1697^1703,34664dbf7,4185aaed1,"I,e7df29394,8,3-I,7c9f39241,20,3"
python/ray/dataframe/dataframe.py^1645^1652+python/ray/dataframe/series.py^765^772,34664dbf7,4185aaed1,"I,e7df29394,4,1-I,7c9f39241,9,1"
python/ray/dataframe/dataframe.py^1658^1665+python/ray/dataframe/dataframe.py^1697^1703,34664dbf7,4185aaed1,"I,e7df29394,8,3-I,7c9f39241,22,3"
python/ray/dataframe/dataframe.py^1658^1665+python/ray/dataframe/series.py^765^772,34664dbf7,4185aaed1,"I,e7df29394,4,1-I,7c9f39241,11,1"
python/ray/dataframe/dataframe.py^1697^1703+python/ray/dataframe/series.py^765^772,34664dbf7,4185aaed1,"I,e7df29394,4,1-I,7c9f39241,11,1"
python/ray/dataframe/dataframe.py^468^488+python/ray/dataframe/dataframe.py^489^509,34664dbf7,4185aaed1,"I,0d9a7a3c1,38,3"
python/ray/dataframe/dataframe.py^794^826+python/ray/dataframe/dataframe.py^1572^1606,34664dbf7,4185aaed1,"I,e7df29394,8,3-I,6685d4c44,8,2-I,0d9a7a3c1,45,3-I,521b549e4,10,3-I,0c477fbbc,14,1-I,8560993b4,2,1"
python/ray/dataframe/dataframe.py^832^852+python/ray/dataframe/dataframe.py^853^873,34664dbf7,4185aaed1,"I,e7df29394,4,1-I,0d9a7a3c1,27,3"
python/ray/dataframe/dataframe.py^1052^1070+python/ray/dataframe/dataframe.py^1092^1110,34664dbf7,4185aaed1,"I,e7df29394,8,3-I,8c1066cdb,4,3-I,0d9a7a3c1,10,3-I,7c1d569a4,142,2"
python/ray/dataframe/dataframe.py^908^940+python/ray/dataframe/dataframe.py^1830^1864,e7df29394,4185aaed1,"C,6685d4c44,8,2-I,0d9a7a3c1,45,3-I,521b549e4,10,3-I,0c477fbbc,12,1-I,8560993b4,2,1"
python/ray/dataframe/dataframe.py^948^968+python/ray/dataframe/dataframe.py^969^989,e7df29394,4185aaed1,"I,0d9a7a3c1,27,3"
python/ray/dataframe/dataframe.py^1194^1212+python/ray/dataframe/dataframe.py^1244^1262,e7df29394,4185aaed1,"I,8c1066cdb,4,3-I,0d9a7a3c1,10,3-I,7c1d569a4,141,2"
examples/parameter_server/model.py^108^170+python/ray/tune/examples/tune_mnist_ray_hyperband.py^44^104,80d7def9d,1650f7b17,"C,74162d149,2,2-I,e88e706fc,32,3"
python/ray/tune/examples/tune_mnist_ray.py^48^110+python/ray/tune/examples/tune_mnist_ray_hyperband.py^44^104,80d7def9d,1650f7b17,"C,74162d149,4,3-I,e88e706fc,32,3"
python/ray/rllib/optimizers/local_sync.py^27^49+python/ray/rllib/optimizers/local_sync_replay.py^46^69,ecb811c26,36c46e968,"C,882a649f0,2,1-I,47bc4c300,3,2-I,a9a26b756,21,2"
python/ray/rllib/optimizers/local_sync.py^50^57+python/ray/rllib/optimizers/local_sync_replay.py^100^108,ecb811c26,36c46e968,"C,882a649f0,4,3"
python/ray/rllib/dqn/dqn.py^232^245+python/ray/rllib/ppo/ppo.py^261^275,ecb811c26,36c46e968,"I,71eb558eb,6,1-I,b372b7103,1,2-I,b4dff9f93,3,2"
python/ray/rllib/agent.py^158^163+python/ray/tune/examples/async_hyperband_example.py^38^43,78716094b,ac9610b19,"I,d35f0e40d,2,2-I,8b3f79f30,5,2"
python/ray/tune/examples/async_hyperband_example.py^38^43+python/ray/tune/examples/hyperband_example.py^38^43,78716094b,ac9610b19,"I,d35f0e40d,4,3-I,8b3f79f30,5,1"
python/ray/tune/examples/async_hyperband_example.py^29^37+python/ray/tune/examples/hyperband_example.py^29^37,78716094b,ac911d6b5,"C,bb44456f6,8,3-I,0b540ab49,8,3-I,d35f0e40d,4,3-I,8b3f79f30,5,1-I,9eb79727a,1,2-I,b0c56c8f9,8,2"
python/ray/dataframe/dataframe.py^821^831+python/ray/dataframe/dataframe.py^1178^1188,0abebb097,4185aaed1,"I,0d9a7a3c1,7,3"
python/ray/dataframe/dataframe.py^579^590+python/ray/dataframe/dataframe.py^948^959,2b747ba46,4185aaed1,"I,0d9a7a3c1,19,3"
python/ray/dataframe/dataframe.py^1190^1222+python/ray/dataframe/dataframe.py^2118^2154,2b747ba46,4185aaed1,"I,0d9a7a3c1,39,3-I,521b549e4,8,3-I,0c477fbbc,14,1-I,8560993b4,2,1"
